Limit Breached,Ext.,Result Date,Parameter,Locality,Sample Point,Site Code,Data Qualifier,Result,UOM,Comment,HasAttachments,Date Sent,Import Reference,Import Batch No,Import Sample Type,User
False,False,3/11/2025 09:44,"Chlorine, Free",Northham,Fortbury,CLL839,=,1.1,mg/L,[redacted],False,,,,,user93748
False,False,3/11/2025 09:17,"Chlorine, Free",Westvale,Eastbury,,=,0.68,mg/L,[redacted],False,,,,,user93748
False,False,3/11/2025 09:17,"Chlorine, Free",Westvale,Eastbury,,=,0.68,mg/L,[redacted],False,,,,,user93748
False,False,31/10/2025 12:29,"Chlorine, Free",Mountcrest,Lakevale,,=,0.41,mg/L,[redacted],False,,,,,user93748
False,False,31/10/2025 10:21,Chlorine Tank Level,Portford,Newham,,=,838.0,L,[redacted],False,,,,,user89818
False,False,31/10/2025 10:21,"Chlorine, Free",Portford,Newham,,=,0.92,mg/L,[redacted],False,,,,,user89818
False,False,31/10/2025 10:02,"Chlorine, Free",Portford,Riverton,,=,0.92,mg/L,[redacted],False,,,,,user89818
False,False,31/10/2025 09:52,Chlorine Tank Level,Portford,Riverton,,=,680.0,L,[redacted],False,,,,,user89818
False,False,31/10/2025 09:18,Chlorine Tank Level,Portford,Mountvale,,=,837.0,L,[redacted],False,,,,,user93748
False,False,31/10/2025 09:18,"Chlorine, Free",Portford,Mountvale,,=,0.81,mg/L,[redacted],False,,,,,user93748
False,False,31/10/2025 09:05,"Chlorine, Free",Portford,Eastview,,=,1.03,mg/L,[redacted],False,,,,,user93748
False,False,31/10/2025 09:05,"Chlorine, Free",Portford,Portfield,,=,1.1,mg/L,[redacted],False,,,,,user93748
False,False,31/10/2025 08:49,Chlorine Tank Level,Portford,Portfield,,=,677.0,L,[redacted],False,,,,,user93748
False,False,30/10/2025 11:58,Chlorine Tank Level,Northside,Mountvale,,=,710.0,L,[redacted],False,,,,,user93748
False,False,30/10/2025 11:58,Chlorine Tank Residual,Northside,Mountvale,,=,0.68,mg/L,[redacted],False,,,,,user93748
False,False,30/10/2025 09:55,Chlorine Tank Residual,Northside,Lakeford,,=,1.05,mg/L,[redacted],False,,,,,user93748
False,False,30/10/2025 09:55,Chlorine Tank Level,Northside,Lakeford,,=,663.0,L,[redacted],False,,,,,user93748
False,False,30/10/2025 09:28,Chlorine Tank Level,Portford,Westford,,=,311.0,L,[redacted],False,,,,,user93748
False,False,30/10/2025 09:27,"Chlorine, Free",Portford,Westford,,=,0.65,mg/L,[redacted],False,,,,,user93748
False,False,30/10/2025 08:58,Chlorine Tank Level,Northside,Lakebridge,,=,747.0,L,[redacted],False,,,,,user93748
False,False,30/10/2025 08:58,Chlorine Tank Residual,Northside,Lakebridge,,=,0.96,mg/L,[redacted],False,,,,,user93748
False,False,30/10/2025 08:31,Chlorine Tank Level,Northside,Newham,,=,880.0,L,[redacted],False,,,,,user93748
False,False,30/10/2025 08:31,Chlorine Tank Residual,Northside,Newham,,=,1.0,mg/L,[redacted],False,,,,,user93748
False,False,29/10/2025 11:33,Chlorine Tank Level,Northside,Westcrest,,=,82.0,L,[redacted],False,,,,,user93748
False,False,29/10/2025 11:33,Chlorine Tank Residual,Northside,Westcrest,,=,1.08,mg/L,[redacted],False,,,,,user93748
False,False,29/10/2025 11:29,Chlorine Tank Level,Northside,Lakevale,,=,694.0,L,[redacted],False,,,,,user30032
False,False,29/10/2025 11:29,Chlorine Tank Residual,Northside,Lakevale,,=,0.62,mg/L,[redacted],False,,,,,user30032
False,False,29/10/2025 10:10,Chlorine Tank Residual,Northside,Fortbridge,,=,0.76,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 16:00,Chlorine Tank Level,Southside,Lakecrest,,=,200.0,L,[redacted],False,,,,,user93748
False,False,28/10/2025 16:00,"Chlorine, Free",Southside,Lakecrest,,=,0.7,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 15:03,Chlorine Tank Level,Southside,Westham,,=,45.0,L,[redacted],False,,,,,user30032
False,False,28/10/2025 15:03,"Chlorine, Free",Southside,Westham,,=,0.58,mg/L,[redacted],False,,,,,user30032
False,False,28/10/2025 14:32,"Chlorine, Free",Southside,Fortton,,=,0.57,mg/L,[redacted],False,,,,,user59009
False,False,28/10/2025 13:01,"Chlorine, Free",Southside,Westham,,=,0.79,mg/L,[redacted],False,,,,,user59009
False,False,28/10/2025 12:49,Chlorine Tank Level,Southside,Newham,,=,190.0,L,[redacted],False,,,,,user59009
False,False,28/10/2025 12:49,"Chlorine, Free",Southside,Newham,,=,0.83,mg/L,[redacted],False,,,,,user59009
False,False,28/10/2025 12:46,Chlorine Tank Level,Westside,Newton,WGN282,=,1259.0,L,[redacted],False,,,,,user31174
False,False,28/10/2025 12:46,"Chlorine, Free",Westside,Newton,WGN282,=,1.08,mg/L,[redacted],False,,,,,user31174
False,False,28/10/2025 12:31,Chlorine Tank Level,Southford,Eastbridge,,=,69.0,L,[redacted],False,,,,,user93748
False,False,28/10/2025 12:31,"Chlorine, Free (Outflow)",Southford,Eastbridge,,=,0.99,,[redacted],False,,,,,user93748
False,False,28/10/2025 12:31,"Chlorine, Free (madd)",Southford,Eastbridge,,=,1.07,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 12:30,"Chlorine, Free (Inflow)",Southford,Eastbridge,,=,1.02,,[redacted],False,,,,,user93748
False,False,28/10/2025 12:07,"Chlorine, Free",Portvale,Westside,,=,1.36,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 11:59,"Chlorine, Free",Southford,Fortside,,=,0.67,mg/L,[redacted],False,,,,,user31174
False,False,28/10/2025 11:41,"Chlorine, Free",Southford,Fortcrest,,=,1.13,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 11:34,"Chlorine, Free",Southside,Southside,,=,0.67,mg/L,[redacted],False,,,,,user59009
False,False,28/10/2025 11:33,"Chlorine, Free",Westton,Southbridge,XTT448,=,1.22,mg/L,[redacted],False,,,,,user31174
False,False,28/10/2025 11:29,"Chlorine, Free",Southford,Newford,,=,0.8,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 11:28,"Chlorine, Free",Southside,Newcrest,,=,0.65,mg/L,[redacted],False,,,,,user59009
False,False,28/10/2025 11:23,"Chlorine, Free",Southford,Southbury,,=,0.6,mg/L,[redacted],False,,,,,user31174
False,False,28/10/2025 11:00,"Chlorine, Free",Southford,Lakefield,JZN666,=,1.15,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 11:00,Chlorine Tank Level,Southford,Lakefield,JZN666,=,1288.0,L,[redacted],False,,,,,user93748
False,False,28/10/2025 10:39,Chlorine Tank Level,Southford,Eastvale,,=,1356.0,L,[redacted],False,,,,,user93748
False,False,28/10/2025 10:38,"Chlorine, Free",Southford,Eastvale,,=,1.06,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 10:26,Chlorine Tank Level,Southford,Lakeham,,=,978.0,L,[redacted],False,,,,,user93748
False,False,28/10/2025 10:26,"Chlorine, Free",Southford,Lakeham,,=,1.08,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 10:15,Chlorine Tank Level,Southford,Southbridge,,=,210.0,L,[redacted],False,,,,,user93748
False,False,28/10/2025 10:14,"Chlorine, Free",Southford,Southbridge,,=,1.15,mg/L,[redacted],False,,,,,user93748
False,False,28/10/2025 10:03,Chlorine Tank Level,Southford,Lakecrest,,=,1174.0,L,[redacted],False,,,,,user31174
False,False,28/10/2025 10:02,"Chlorine, Free",Southford,Lakecrest,,=,0.94,mg/L,[redacted],False,,,,,user31174
False,False,28/10/2025 08:36,"Chlorine, Free",Portford,Portfield,,=,0.02,mg/L,[redacted],False,,,,,user36071
False,False,27/10/2025 15:17,Chlorine Tank Level,Southford,Mountfield,,=,310.0,L,[redacted],False,,,,,user59009
False,False,27/10/2025 15:16,"Chlorine, Free (Outflow)",Southford,Mountfield,,=,1.02,,[redacted],False,,,,,user59009
False,False,27/10/2025 15:16,"Chlorine, Free (Inflow)",Southford,Mountfield,,=,1.25,,[redacted],False,,,,,user59009
False,False,27/10/2025 15:09,"Chlorine, Free",Newvale,Newford,WAS798,=,0.97,mg/L,[redacted],False,,,,,user76540
False,False,27/10/2025 14:46,Chlorine Tank Level,Southside,Riverbridge,NCQ961,=,3080.0,L,[redacted],False,,,,,user59009
False,False,27/10/2025 14:46,"Chlorine, Free",Southside,Riverbridge,NCQ961,=,0.67,mg/L,[redacted],False,,,,,user59009
False,False,27/10/2025 14:45,Chlorine Tank Level,Southside,Riverbridge,,=,1530.0,L,[redacted],False,,,,,user59009
False,False,27/10/2025 14:45,"Chlorine, Free",Southside,Riverbridge,,=,1.04,mg/L,[redacted],False,,,,,user59009
False,False,27/10/2025 14:30,"Chlorine, Free",Southcrest,Northvale,,=,0.9,mg/L,[redacted],False,,,,,user31174
False,False,27/10/2025 13:33,Chlorine Tank Level,Southside,Lakevale,,=,86.0,L,[redacted],False,,,,,user59009
False,False,27/10/2025 13:33,"Chlorine, Free",Southside,Lakevale,,=,0.92,mg/L,[redacted],False,,,,,user59009
False,False,27/10/2025 12:58,"Chlorine, Free",Portford,Newham,,=,1.0,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 12:56,Chlorine Tank Level,Portford,Newham,,=,859.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 12:33,Chlorine Tank Level,Portford,Riverton,,=,880.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 12:33,"Chlorine, Free",Portford,Riverton,,=,1.0,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 10:32,Chlorine Tank Level,Portford,Westford,,=,311.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 10:32,Chlorine Tank Level,Portford,Westford,,=,311.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 10:32,"Chlorine, Free",Portford,Westford,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 10:32,"Chlorine, Free",Portford,Westford,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 10:12,"Chlorine, Free",Northham,Fortbury,CLL839,=,1.27,mg/L,[redacted],False,,,,,user59009
False,False,27/10/2025 09:53,Chlorine Tank Level,Portford,Mountvale,,=,848.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:53,Chlorine Tank Level,Portford,Mountvale,,=,848.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:53,Chlorine Tank Level,Portford,Mountvale,,=,848.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:53,"Chlorine, Free",Portford,Mountvale,,=,1.05,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:53,"Chlorine, Free",Portford,Mountvale,,=,1.05,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:53,"Chlorine, Free",Portford,Mountvale,,=,1.05,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:44,"Chlorine, Free",Westvale,Eastbury,,=,0.73,mg/L,[redacted],False,,,,,user59009
False,False,27/10/2025 09:35,"Chlorine, Free",Portford,Eastview,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:35,"Chlorine, Free",Portford,Eastview,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:35,"Chlorine, Free",Portford,Eastview,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:34,"Chlorine, Free",Portford,Portfield,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:34,"Chlorine, Free",Portford,Portfield,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:34,"Chlorine, Free",Portford,Portfield,,=,1.09,mg/L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:23,Chlorine Tank Level,Portford,Portfield,,=,702.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:23,Chlorine Tank Level,Portford,Portfield,,=,702.0,L,[redacted],False,,,,,user93748
False,False,27/10/2025 09:23,Chlorine Tank Level,Portford,Portfield,,=,702.0,L,[redacted],False,,,,,user93748
False,False,24/10/2025 15:28,"Chlorine, Free",Mountcrest,Lakevale,,=,0.63,mg/L,[redacted],False,,,,,user31174
False,False,24/10/2025 14:30,Chlorine Tank Level,Portford,Newham,,=,892.0,L,[redacted],False,,,,,user30032
False,False,24/10/2025 14:30,"Chlorine, Free",Portford,Newham,,=,0.9,mg/L,[redacted],False,,,,,user30032
False,False,24/10/2025 12:56,Chlorine Tank Level,Southside,Westham,,=,50.0,L,[redacted],False,,,,,user59009
False,False,24/10/2025 12:55,"Chlorine, Free",Southside,Westham,,=,0.91,mg/L,[redacted],False,,,,,user59009
False,False,24/10/2025 10:57,Chlorine Tank Level,Portford,Westford,,=,312.0,L,[redacted],False,,,,,user93748
False,False,24/10/2025 10:57,"Chlorine, Free",Portford,Westford,,=,0.92,mg/L,[redacted],False,,,,,user93748
False,False,24/10/2025 10:45,Chlorine Tank Level,Portford,Mountvale,,=,860.0,L,[redacted],False,,,,,user93748
False,False,24/10/2025 10:44,"Chlorine, Free",Portford,Mountvale,,=,1.02,mg/L,[redacted],False,,,,,user93748
False,False,24/10/2025 09:53,Chlorine Tank Level,Portford,Riverton,,=,900.0,L,[redacted],False,,,,,user31174
False,False,24/10/2025 09:52,"Chlorine, Free",Portford,Riverton,,=,0.87,mg/L,[redacted],False,,,,,user31174
False,False,24/10/2025 09:33,Chlorine Tank Level,Portford,Portfield,,=,735.0,L,[redacted],False,,,,,user93748
False,False,22/10/2025 13:57,Chlorine Tank Level,Westside,Newton,WGN282,=,992.0,L,[redacted],False,,,,,user59009
False,False,22/10/2025 13:57,"Chlorine, Free",Westside,Newton,WGN282,=,0.93,mg/L,[redacted],False,,,,,user59009
False,False,22/10/2025 13:21,Chlorine Tank Level,Southford,Mountfield,,=,330.0,L,[redacted],False,,,,,user59009
False,False,22/10/2025 13:20,"Chlorine, Free (Outflow)",Southford,Mountfield,,=,0.86,,[redacted],False,,,,,user59009
False,False,22/10/2025 13:20,"Chlorine, Free (Inflow)",Southford,Mountfield,,=,0.99,,[redacted],False,,,,,user59009
False,False,22/10/2025 12:40,"Chlorine, Free",Portford,Eastside,,=,1.03,mg/L,[redacted],False,,,,,user80697
False,False,22/10/2025 12:01,Chlorine Tank Residual,Southside,Fortham,,=,0.72,mg/L,[redacted],False,,,,,user59009
False,False,22/10/2025 11:56,Chlorine Tank Residual,Northside,Fortbridge,,=,0.8,mg/L,[redacted],False,,,,,user31174
False,False,22/10/2025 11:54,Chlorine Tank Level,Southside,Fortham,,=,86.0,L,[redacted],False,,,,,user59009
False,False,22/10/2025 11:19,Chlorine Tank Level,Northside,Lakevale,,=,699.0,L,[redacted],False,,,,,user31174
False,False,22/10/2025 11:18,Chlorine Tank Residual,Northside,Lakevale,,=,0.77,mg/L,[redacted],False,,,,,user31174
False,False,22/10/2025 11:02,Chlorine Tank Residual,Northside,Lakeford,,=,0.85,mg/L,[redacted],False,,,,,user31174
False,False,22/10/2025 11:02,Chlorine Tank Level,Northside,Lakeford,,=,744.0,L,[redacted],False,,,,,user31174
False,False,22/10/2025 09:42,Chlorine Tank Level,Northside,Westcrest,,=,86.0,L,[redacted],False,,,,,user31174
False,False,22/10/2025 09:42,Chlorine Tank Residual,Northside,Westcrest,,=,1.09,mg/L,[redacted],False,,,,,user31174
False,False,22/10/2025 04:09,Chlorine Tank Level,Southside,Lakevale,,=,900.0,L,[redacted],False,,,,,user93748
False,False,22/10/2025 04:09,"Chlorine, Free",Southside,Lakevale,,=,0.95,mg/L,[redacted],False,,,,,user93748
False,False,22/10/2025 01:04,Chlorine Tank Level,Northside,Mountvale,,=,714.0,L,[redacted],False,,,,,user93748
False,False,22/10/2025 01:04,Chlorine Tank Residual,Northside,Mountvale,,=,0.7,mg/L,[redacted],False,,,,,user93748
False,False,22/10/2025 01:04,Chlorine Tank Residual,Northside,Mountvale,,=,0.7,mg/L,[redacted],False,,,,,user93748
False,False,21/10/2025 15:40,"Chlorine, Free",Southside,Westham,,=,0.8,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 15:40,"Chlorine, Free",Southside,Fortton,,=,0.8,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 15:25,Chlorine Tank Level,Southside,Newham,,=,96.0,L,[redacted],False,,,,,user89818
False,False,21/10/2025 15:25,"Chlorine, Free",Southside,Newham,,=,0.86,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 15:16,"Chlorine, Free",Southside,Southside,,=,0.78,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 15:15,"Chlorine, Free",Southside,Newcrest,,=,0.76,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 15:15,Chlorine Tank Level,Southside,Lakecrest,,=,180.0,L,[redacted],False,,,,,user89818
False,False,21/10/2025 15:15,"Chlorine, Free",Southside,Lakecrest,,=,0.8,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 14:51,Chlorine Tank Level,Northside,Lakebridge,,=,787.0,L,[redacted],False,,,,,user59009
False,False,21/10/2025 14:51,Chlorine Tank Residual,Northside,Lakebridge,,=,0.91,mg/L,[redacted],False,,,,,user59009
False,False,21/10/2025 12:27,Chlorine Tank Level,Southside,Riverbridge,NCQ961,=,3250.0,L,[redacted],False,,,,,user89818
False,False,21/10/2025 12:27,"Chlorine, Free",Southside,Riverbridge,NCQ961,=,0.66,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 12:26,Chlorine Tank Level,Southside,Riverbridge,,=,1670.0,L,[redacted],False,,,,,user89818
False,False,21/10/2025 12:26,"Chlorine, Free",Southside,Riverbridge,,=,1.06,mg/L,[redacted],False,,,,,user89818
False,False,21/10/2025 09:52,"Chlorine, Free",Portford,Portfield,,=,0.3,mg/L,[redacted],False,,,,,user36071
False,False,21/10/2025 03:58,"Chlorine, Free",Southford,Newford,,=,0.58,mg/L,[redacted],False,,,,,user93748
False,False,21/10/2025 02:22,"Chlorine, Free",Portvale,Westside,,=,1.28,mg/L,[redacted],False,,,,,user93748
False,False,21/10/2025 02:07,"Chlorine, Free",Southford,Fortcrest,,=,0.47,mg/L,[redacted],False,,,,,user93748
False,False,21/10/2025 01:26,Chlorine Tank Level,Southford,Eastbridge,,=,82.0,L,[redacted],False,,,,,user93748
False,False,21/10/2025 01:25,"Chlorine, Free (madd)",Southford,Eastbridge,,=,1.03,mg/L,[redacted],False,,,,,user93748
False,False,21/10/2025 01:25,"Chlorine, Free (Outflow)",Southford,Eastbridge,,=,0.93,,[redacted],False,,,,,user93748
False,False,21/10/2025 01:25,"Chlorine, Free (Inflow)",Southford,Eastbridge,,=,0.98,,[redacted],False,,,,,user93748
False,False,21/10/2025 00:40,"Chlorine, Free",Southford,Lakefield,JZN666,=,1.07,mg/L,[redacted],False,,,,,user93748
False,False,21/10/2025 00:24,Chlorine Tank Level,Southford,Eastvale,,=,847.0,L,[redacted],False,,,,,user93748
False,False,21/10/2025 00:23,Chlorine Tank Level,Southford,Lakefield,JZN666,=,847.0,L,[redacted],False,,,,,user93748
False,False,21/10/2025 00:23,"Chlorine, Free",Southford,Eastvale,,=,0.95,mg/L,[redacted],False,,,,,user93748
False,False,20/10/2025 23:58,Chlorine Tank Level,Southford,Lakeham,,=,1079.0,L,[redacted],False,,,,,user93748
False,False,20/10/2025 23:58,"Chlorine, Free",Southford,Lakeham,,=,1.03,mg/L,[redacted],False,,,,,user93748
False,False,20/10/2025 23:40,Chlorine Tank Level,Southford,Southbridge,,=,220.0,L,[redacted],False,,,,,user93748
False,False,20/10/2025 23:40,"Chlorine, Free",Southford,Southbridge,,=,0.92,mg/L,[redacted],False,,,,,user93748
False,False,20/10/2025 23:23,"Chlorine, Free",Southford,Southbury,,=,0.81,mg/L,[redacted],False,,,,,user93748
False,False,20/10/2025 23:05,"Chlorine, Free",Southford,Lakecrest,,=,0.96,mg/L,[redacted],False,,,,,user93748
False,False,20/10/2025 23:02,Chlorine Tank Level,Southford,Lakecrest,,=,1182.0,L,[redacted],False,,,,,user93748
False,False,20/10/2025 14:14,"Chlorine, Free",Westton,Southbridge,XTT448,=,1.18,mg/L,[redacted],False,,,,,user31174
False,False,20/10/2025 13:39,"Chlorine, Free",Newvale,Newford,WAS798,=,1.29,mg/L,[redacted],False,,,,,user76540
False,False,20/10/2025 12:35,"Chlorine, Free",Southford,Fortside,,=,0.98,mg/L,[redacted],False,,,,,user31174
False,False,20/10/2025 11:18,"Chlorine, Free",Southcrest,Northvale,,=,1.3,mg/L,[redacted],False,,,,,user31174
False,False,20/10/2025 10:28,"Chlorine, Free",Northham,Fortbury,CLL839,=,0.94,mg/L,[redacted],False,,,,,user31174
False,False,20/10/2025 09:38,"Chlorine, Free",Westvale,Eastbury,,=,0.59,mg/L,[redacted],False,,,,,user31174
False,False,20/10/2025 02:50,Chlorine Tank Level,Portford,Newham,,=,910.0,L,[redacted],False,,,,,user93748
False,False,20/10/2025 02:50,"Chlorine, Free",Portford,Newham,,=,0.92,mg/L,[redacted],False,,,,,user93748
False,False,20/10/2025 02:15,Chlorine Tank Level,Northside,Newham,,=,960.0,L,[redacted],False,,,,,user93748
False,False,20/10/2025 02:15,Chlorine Tank Residual,Northside,Newham,,=,0.98,mg/L,[redacted],False,,,,,user93748
False,False,20/10/2025 02:08,Chlorine Tank Level,Portford,Riverton,,=,960.0,L,[redacted],False,,,,,user93748
False,False,20/10/2025 02:08,"Chlorine, Free",Portford,Riverton,,=,0.98,mg/L,[redacted],False,,,,,user93748
False,False,19/10/2025 23:46,Chlorine Tank Level,Portford,Westford,,=,305.0,L,[redacted],False,,,,,user93748
False,False,19/10/2025 23:46,"Chlorine, Free",Portford,Westford,,=,0.83,mg/L,[redacted],False,,,,,user93748
False,False,19/10/2025 23:11,Chlorine Tank Level,Portford,Mountvale,,=,884.0,L,[redacted],False,,,,,user93748
False,False,19/10/2025 23:11,"Chlorine, Free",Portford,Mountvale,,=,0.7,mg/L,[redacted],False,,,,,user93748
False,False,19/10/2025 22:17,"Chlorine, Free",Portford,Eastview,,=,0.63,mg/L,[redacted],False,,,,,user93748
False,False,19/10/2025 22:17,Chlorine Tank Level,Portford,Portfield,,=,369.0,L,[redacted],False,,,,,user93748
False,False,19/10/2025 22:17,"Chlorine, Free",Portford,Portfield,,=,1.1,mg/L,[redacted],False,,,,,user93748
False,False,17/10/2025 15:01,"Chlorine, Free",Portford,Mountvale,,=,0.99,mg/L,[redacted],False,,,,,user93748
False,False,17/10/2025 15:01,Chlorine Tank Level,Portford,Mountvale,,=,899.0,L,[redacted],False,,,,,user93748
False,False,17/10/2025 14:35,"Chlorine, Free",Mountcrest,Lakevale,,=,0.83,mg/L,[redacted],False,,,,,user93748
False,False,17/10/2025 14:10,Chlorine Tank Level,Portford,Westford,,=,312.0,L,[redacted],False,,,,,user93748
False,False,17/10/2025 14:09,"Chlorine, Free",Portford,Westford,,=,1.13,mg/L,[redacted],False,,,,,user93748
False,False,17/10/2025 11:00,"Chlorine, Free",Southside,Fortton,,=,0.64,mg/L,[redacted],False,,,,,user89818
False,False,17/10/2025 10:53,Chlorine Tank Level,Portford,Riverton,,=,980.0,L,[redacted],False,,,,,user93748
False,False,17/10/2025 10:53,"Chlorine, Free",Portford,Riverton,,=,0.91,mg/L,[redacted],False,,,,,user93748
